threshold,FAR,FRR
0.8603015075376885,9.6065170611743e-05,0.2078593588417787
0.8693467336683416,0.0001056716876729173,0.19286452947259566
0.8783919597989949,0.0001248847217952659,0.17838676318510857
0.8874371859296482,0.0001344912388564402,0.16649431230610134
0.8964824120603014,0.0001729173071011374,0.15977249224405377
0.9055276381909547,0.0002113433753458346,0.15046535677352638
0.914572864321608,0.0002689824777128804,0.14115822130299896
0.9236180904522613,0.00029780202889640334,0.1344364012409514
0.9326633165829146,0.00036504764832462344,0.12926577042399173
0.9417085427135679,0.00044189978481401786,0.12564632885211996
0.9507537688442211,0.0005379649554257608,0.12099276111685625
0.9597989949748744,0.0006244236089763296,0.11789038262668046
0.9688442211055277,0.0008069474331386413,0.10961737331954498
0.977889447236181,0.0010182908084844758,0.10031023784901758
0.986934673366834,0.0012488472179526592,0.09358841778697001
0.9959798994974873,0.001469797110359668,0.08790072388831438
1.0050251256281406,0.001757992622194897,0.08428128231644261
1.014070351758794,0.0020846142022748235,0.08066184074457083
1.0231155778894472,0.0026225791577005842,0.07704239917269907
1.0321608040201005,0.003035659391331079,0.07445708376421924
1.0412060301507537,0.003612050415001537,0.0718717683557394
1.050251256281407,0.004217260989855518,0.0703205791106515
1.0592964824120603,0.004889717184137719,0.06825232678386763
1.0683417085427136,0.0057254841684598835,0.0641158221302999
1.0773869346733669,0.006878266215800799,0.062564632885212
1.0864321608040202,0.008021441746080542,0.0594622543950362
1.0954773869346734,0.009481632339379036,0.05635987590486039
1.1045226130653265,0.011047494620350446,0.05480868665977249
1.1135678391959798,0.013064863203197049,0.052740434332988625
1.122613065326633,0.014995773132493083,0.05170630816959669
1.1316582914572864,0.017666384875499538,0.050672182006204755
1.1407035175879396,0.020605979096218877,0.04963805584281282
1.149748743718593,0.02379534276052874,0.04705274043433299
1.1587939698492462,0.027580310482631418,0.04705274043433299
1.1678391959798995,0.03173993237011989,0.045501551189245086
1.1768844221105528,0.036600830003074084,0.04498448810754912
1.185929648241206,0.04242237934214571,0.042916235780765255
1.1949748743718593,0.04845527205656317,0.040847983453981385
1.2040201005025124,0.055516062096526285,0.040847983453981385
1.2130653266331657,0.06346065170611744,0.03981385729058945
1.222110552763819,0.07228904088533661,0.037745604963805586
1.2311557788944723,0.08227021211189671,0.03671147880041365
1.2402010050251255,0.09257800491853674,0.03619441571871768
1.2492462311557788,0.10407700584076238,0.03619441571871768
1.258291457286432,0.11727636028281586,0.03464322647362978
1.2673366834170854,0.13135951429449738,0.03412616339193381
1.2763819095477387,0.14699892407008916,0.03257497414684592
1.285427135678392,0.16313787273286198,0.031023784901758014
1.2944723618090452,0.18135182908084846,0.030506721820062047
1.3035175879396983,0.20082423916384876,0.030506721820062047
1.3125628140703516,0.2219297571472487,0.029472595656670115
1.3216080402010049,0.24455310482631418,0.02843846949327818
1.3306532663316581,0.26909775591761453,0.02843846949327818
1.3396984924623114,0.2954484322164156,0.027404343329886244
1.3487437185929647,0.32328811865969875,0.026370217166494313
1.357788944723618,0.35258799569628035,0.02481902792140641
1.3668341708542713,0.38250268982477714,0.02326783867631851
1.3758793969849246,0.4136085920688595,0.022233712512926575
1.3849246231155778,0.44556947433138644,0.022233712512926575
1.3939698492462311,0.4780875345834614,0.02016546018614271
1.4030150753768844,0.5107881186596988,0.019131334022750777
1.4120603015075377,0.5436712265600984,0.017580144777662874
1.4211055276381908,0.5768425299723332,0.017580144777662874
1.430150753768844,0.609677605287427,0.016546018614270942
1.4391959798994973,0.6429930064555794,0.01344364012409514
