tau,FAR,FRR,metric
-0.3507872791261644,0.9953464322647363,0.0,cosine
-0.3492165682194111,0.9948293691830403,0.0,cosine
-0.3476458573126578,0.9943123061013444,0.0,cosine
-0.3460751464059045,0.9943123061013444,0.0,cosine
-0.3445044354991512,0.9937952430196484,0.0,cosine
-0.3429337245923979,0.9937952430196484,0.0,cosine
-0.34136301368564453,0.9937952430196484,0.0,cosine
-0.3397923027788912,0.9932781799379524,0.0,cosine
-0.3382215918721379,0.9932781799379524,0.0,cosine
-0.33665088096538465,0.9932781799379524,0.0,cosine
-0.33508017005863133,0.9927611168562565,0.0,cosine
-0.333509459151878,0.9927611168562565,0.0,cosine
-0.3319387482451247,0.9927611168562565,0.0,cosine
-0.3303680373383714,0.9927611168562565,0.0,cosine
-0.3287973264316181,0.9927611168562565,0.0,cosine
-0.32722661552486476,0.9927611168562565,0.0,cosine
-0.32565590461811145,0.9927611168562565,0.0,cosine
-0.32408519371135813,0.9927611168562565,0.0,cosine
-0.3225144828046048,0.9917269906928645,0.0,cosine
-0.3209437718978515,0.9917269906928645,0.0,cosine
-0.3193730609910982,0.9917269906928645,0.0,cosine
-0.3178023500843449,0.9917269906928645,0.0,cosine
-0.31623163917759156,0.9917269906928645,0.0,cosine
-0.31466092827083825,0.9917269906928645,0.0,cosine
-0.31309021736408493,0.9912099276111686,0.0,cosine
-0.3115195064573316,0.9912099276111686,0.0,cosine
-0.30994879555057836,0.9906928645294726,0.0,cosine
-0.30837808464382505,0.9901758014477766,0.0,cosine
-0.30680737373707173,0.9901758014477766,0.0,cosine
-0.3052366628303184,0.9901758014477766,0.0,cosine
-0.3036659519235651,0.9901758014477766,0.0,cosine
-0.3020952410168118,0.9901758014477766,0.0,cosine
-0.3005245301100585,0.9901758014477766,0.0,cosine
-0.29895381920330516,0.9896587383660806,0.0,cosine
-0.29738310829655185,0.9896587383660806,0.0,cosine
-0.29581239738979853,0.9881075491209927,0.0,cosine
-0.2942416864830452,0.9875904860392968,0.0,cosine
-0.2926709755762919,0.9875904860392968,0.0,cosine
-0.2911002646695386,0.9875904860392968,0.0,cosine
-0.2895295537627853,0.9860392967942089,0.0,cosine
-0.28795884285603196,0.9855222337125129,0.0,cosine
-0.28638813194927865,0.984488107549121,0.0,cosine
-0.28481742104252533,0.983453981385729,0.0,cosine
-0.2832467101357721,0.9824198552223371,0.0,cosine
-0.28167599922901876,0.9808686659772492,0.0,cosine
-0.28010528832226544,0.9808686659772492,0.0,cosine
-0.27853457741551213,0.9808686659772492,0.0,cosine
-0.2769638665087588,0.9808686659772492,0.0,cosine
